payment_year,diagnosis_code,age_at_diag_min,age_at_diag_max,age_last_min,age_last_max,sex,hhs_hcc
2023,M87859,NA,NA,NA,NA,NA,55
2023,M87861,NA,NA,NA,NA,NA,55
2023,M87862,NA,NA,NA,NA,NA,55
2023,M87863,NA,NA,NA,NA,NA,55
2023,M87864,NA,NA,NA,NA,NA,55
2023,M87865,NA,NA,NA,NA,NA,55
2023,M87869,NA,NA,NA,NA,NA,55
2023,M87871,NA,NA,NA,NA,NA,55
2023,M87872,NA,NA,NA,NA,NA,55
2023,M87873,NA,NA,NA,NA,NA,55
2023,M87874,NA,NA,NA,NA,NA,55
2023,M87875,NA,NA,NA,NA,NA,55
2023,M87876,NA,NA,NA,NA,NA,55
2023,M87877,NA,NA,NA,NA,NA,55
2023,M87878,NA,NA,NA,NA,NA,55
2023,M87879,NA,NA,NA,NA,NA,55
2023,M8788,NA,NA,NA,NA,NA,55
2023,M8789,NA,NA,NA,NA,NA,55
2023,M879,NA,NA,NA,NA,NA,55
2023,M8960,NA,NA,NA,NA,NA,55
2023,M89611,NA,NA,NA,NA,NA,55
2023,M89612,NA,NA,NA,NA,NA,55
2023,M89619,NA,NA,NA,NA,NA,55
2023,M89621,NA,NA,NA,NA,NA,55
2023,M89622,NA,NA,NA,NA,NA,55
2023,M89629,NA,NA,NA,NA,NA,55
2023,M89631,NA,NA,NA,NA,NA,55
2023,M89632,NA,NA,NA,NA,NA,55
2023,M89639,NA,NA,NA,NA,NA,55
2023,M89641,NA,NA,NA,NA,NA,55
2023,M89642,NA,NA,NA,NA,NA,55
2023,M89649,NA,NA,NA,NA,NA,55
2023,M89651,NA,NA,NA,NA,NA,55
2023,M89652,NA,NA,NA,NA,NA,55
2023,M89659,NA,NA,NA,NA,NA,55
2023,M89661,NA,NA,NA,NA,NA,55
2023,M89662,NA,NA,NA,NA,NA,55
2023,M89669,NA,NA,NA,NA,NA,55
2023,M89671,NA,NA,NA,NA,NA,55
2023,M89672,NA,NA,NA,NA,NA,55
2023,M89679,NA,NA,NA,NA,NA,55
2023,M8968,NA,NA,NA,NA,NA,55
2023,M8969,NA,NA,NA,NA,NA,55
2023,M9050,NA,NA,NA,NA,NA,55
2023,M90511,NA,NA,NA,NA,NA,55
2023,M90512,NA,NA,NA,NA,NA,55
2023,M90519,NA,NA,NA,NA,NA,55
2023,M90521,NA,NA,NA,NA,NA,55
2023,M90522,NA,NA,NA,NA,NA,55
2023,M90529,NA,NA,NA,NA,NA,55
2023,M90531,NA,NA,NA,NA,NA,55
2023,M90532,NA,NA,NA,NA,NA,55
2023,M90539,NA,NA,NA,NA,NA,55
2023,M90541,NA,NA,NA,NA,NA,55
2023,M90542,NA,NA,NA,NA,NA,55
2023,M90549,NA,NA,NA,NA,NA,55
2023,M90551,NA,NA,NA,NA,NA,55
2023,M90552,NA,NA,NA,NA,NA,55
2023,M90559,NA,NA,NA,NA,NA,55
2023,M90561,NA,NA,NA,NA,NA,55
2023,M90562,NA,NA,NA,NA,NA,55
2023,M90569,NA,NA,NA,NA,NA,55
2023,M90571,NA,NA,NA,NA,NA,55
2023,M90572,NA,NA,NA,NA,NA,55
2023,M90579,NA,NA,NA,NA,NA,55
2023,M9058,NA,NA,NA,NA,NA,55
2023,M9059,NA,NA,NA,NA,NA,55
2023,M910,NA,NA,NA,NA,NA,62
2023,M9110,NA,NA,NA,NA,NA,62
2023,M9111,NA,NA,NA,NA,NA,62
2023,M9112,NA,NA,NA,NA,NA,62
2023,M9120,NA,NA,NA,NA,NA,62
2023,M9121,NA,NA,NA,NA,NA,62
2023,M9122,NA,NA,NA,NA,NA,62
2023,M9130,NA,NA,NA,NA,NA,62
2023,M9131,NA,NA,NA,NA,NA,62
2023,M9132,NA,NA,NA,NA,NA,62
2023,M9140,NA,NA,NA,NA,NA,62
2023,M9141,NA,NA,NA,NA,NA,62
2023,M9142,NA,NA,NA,NA,NA,62
2023,M9180,NA,NA,NA,NA,NA,62
2023,M9181,NA,NA,NA,NA,NA,62
2023,M9182,NA,NA,NA,NA,NA,62
2023,M9190,NA,NA,NA,NA,NA,62
2023,M9191,NA,NA,NA,NA,NA,62
2023,M9192,NA,NA,NA,NA,NA,62
2023,M93001,NA,NA,NA,NA,NA,62
2023,M93002,NA,NA,NA,NA,NA,62
2023,M93003,NA,NA,NA,NA,NA,62
2023,M93004,NA,NA,NA,NA,NA,62
2023,M93011,NA,NA,NA,NA,NA,62
2023,M93012,NA,NA,NA,NA,NA,62
2023,M93013,NA,NA,NA,NA,NA,62
2023,M93014,NA,NA,NA,NA,NA,62
2023,M93021,NA,NA,NA,NA,NA,62
2023,M93022,NA,NA,NA,NA,NA,62
2023,M93023,NA,NA,NA,NA,NA,62
2023,M93024,NA,NA,NA,NA,NA,62
2023,M93031,NA,NA,NA,NA,NA,62
2023,M93032,NA,NA,NA,NA,NA,62
2023,M93033,NA,NA,NA,NA,NA,62
2023,M93034,NA,NA,NA,NA,NA,62
2023,M93041,NA,NA,NA,NA,NA,62
2023,M93042,NA,NA,NA,NA,NA,62
2023,M93043,NA,NA,NA,NA,NA,62
2023,M93044,NA,NA,NA,NA,NA,62
2023,M93051,NA,NA,NA,NA,NA,62
2023,M93052,NA,NA,NA,NA,NA,62
2023,M93053,NA,NA,NA,NA,NA,62
2023,M93054,NA,NA,NA,NA,NA,62
2023,M93061,NA,NA,NA,NA,NA,62
2023,M93062,NA,NA,NA,NA,NA,62
2023,M93063,NA,NA,NA,NA,NA,62
2023,M93064,NA,NA,NA,NA,NA,62
2023,M93071,NA,NA,NA,NA,NA,62
2023,M93072,NA,NA,NA,NA,NA,62
2023,M93073,NA,NA,NA,NA,NA,62
2023,M93074,NA,NA,NA,NA,NA,62
2023,M9701XA,NA,NA,NA,NA,NA,226
2023,M9702XA,NA,NA,NA,NA,NA,226
2023,N184,NA,NA,NA,NA,NA,188
2023,N185,NA,NA,NA,NA,NA,187
2023,N186,NA,NA,NA,NA,NA,184
2023,N251,NA,NA,NA,NA,NA,30
2023,N2581,NA,NA,NA,NA,NA,30
2023,N280,NA,NA,NA,NA,NA,154
2023,N493,NA,NA,NA,NA,male,54
2023,N7682,NA,NA,NA,NA,female,54
2023,O0000,9,64,NA,NA,female,203
2023,O0001,9,64,NA,NA,female,203
2023,O00101,9,64,NA,NA,female,203
2023,O00102,9,64,NA,NA,female,203
2023,O00109,9,64,NA,NA,female,203
2023,O00111,9,64,NA,NA,female,203
2023,O00112,9,64,NA,NA,female,203
2023,O00119,9,64,NA,NA,female,203
2023,O00201,9,64,NA,NA,female,203
2023,O00202,9,64,NA,NA,female,203
2023,O00209,9,64,NA,NA,female,203
2023,O00211,9,64,NA,NA,female,203
2023,O00212,9,64,NA,NA,female,203
2023,O00219,9,64,NA,NA,female,203
2023,O0080,9,64,NA,NA,female,203
2023,O0081,9,64,NA,NA,female,203
2023,O0090,9,64,NA,NA,female,203
2023,O0091,9,64,NA,NA,female,203
2023,O010,9,64,NA,NA,female,203
2023,O011,9,64,NA,NA,female,203
2023,O019,9,64,NA,NA,female,203
2023,O020,9,64,NA,NA,female,205
2023,O021,9,64,NA,NA,female,205
2023,O0281,9,64,NA,NA,female,205
2023,O0289,9,64,NA,NA,female,205
2023,O029,9,64,NA,NA,female,205
2023,O030,9,64,NA,NA,female,204
2023,O031,9,64,NA,NA,female,204
2023,O032,9,64,NA,NA,female,207
2023,O0330,9,64,NA,NA,female,205
2023,O0331,9,64,NA,NA,female,207
2023,O0332,9,64,NA,NA,female,207
2023,O0333,9,64,NA,NA,female,205
2023,O0334,9,64,NA,NA,female,204
2023,O0335,9,64,NA,NA,female,204
2023,O0336,9,64,NA,NA,female,204
2023,O0337,9,64,NA,NA,female,204
2023,O0338,9,64,NA,NA,female,204
2023,O0339,9,64,NA,NA,female,204
2023,O034,9,64,NA,NA,female,205
2023,O035,9,64,NA,NA,female,204
2023,O036,9,64,NA,NA,female,204
2023,O037,9,64,NA,NA,female,207
2023,O0380,9,64,NA,NA,female,205
2023,O0381,9,64,NA,NA,female,207
2023,O0382,9,64,NA,NA,female,207
2023,O0383,9,64,NA,NA,female,205
2023,O0384,9,64,NA,NA,female,204
2023,O0385,9,64,NA,NA,female,204
2023,O0386,9,64,NA,NA,female,204
2023,O0387,9,64,NA,NA,female,204
2023,O0388,9,64,NA,NA,female,204
2023,O0389,9,64,NA,NA,female,204
2023,O039,9,64,NA,NA,female,205
2023,O080,9,64,NA,NA,female,203
2023,O081,9,64,NA,NA,female,203
2023,O082,9,64,NA,NA,female,207
2023,O083,9,64,NA,NA,female,207
2023,O084,9,64,NA,NA,female,207
2023,O085,9,64,NA,NA,female,203
2023,O086,9,64,NA,NA,female,203
2023,O087,9,64,NA,NA,female,203
2023,O0881,9,64,NA,NA,female,203
2023,O0882,9,64,NA,NA,female,203
2023,O0883,9,64,NA,NA,female,203
2023,O0889,9,64,NA,NA,female,203
2023,O089,9,64,NA,NA,female,203
2023,O0900,9,64,NA,NA,female,212
2023,O0901,9,64,NA,NA,female,212
2023,O0902,9,64,NA,NA,female,212
2023,O0903,9,64,NA,NA,female,212
2023,O0910,9,64,NA,NA,female,212
2023,O0911,9,64,NA,NA,female,212
2023,O0912,9,64,NA,NA,female,212
2023,O0913,9,64,NA,NA,female,212
2023,O09211,9,64,NA,NA,female,212
2023,O09212,9,64,NA,NA,female,212
2023,O09213,9,64,NA,NA,female,212
2023,O09219,9,64,NA,NA,female,212
2023,O09291,9,64,NA,NA,female,212
2023,O09292,9,64,NA,NA,female,212
2023,O09293,9,64,NA,NA,female,212
2023,O09299,9,64,NA,NA,female,212
2023,O0930,9,64,NA,NA,female,212
2023,O0931,9,64,NA,NA,female,212
2023,O0932,9,64,NA,NA,female,212
2023,O0933,9,64,NA,NA,female,212
2023,O0940,9,64,NA,NA,female,212
2023,O0941,9,64,NA,NA,female,212
2023,O0942,9,64,NA,NA,female,212
2023,O0943,9,64,NA,NA,female,212
2023,O09511,9,64,NA,NA,female,212
2023,O09512,9,64,NA,NA,female,212
2023,O09513,9,64,NA,NA,female,212
2023,O09519,9,64,NA,NA,female,212
2023,O09521,9,64,NA,NA,female,212
2023,O09522,9,64,NA,NA,female,212
2023,O09523,9,64,NA,NA,female,212
2023,O09529,9,64,NA,NA,female,212
2023,O09611,9,64,NA,NA,female,212
2023,O09612,9,64,NA,NA,female,212
2023,O09613,9,64,NA,NA,female,212
2023,O09619,9,64,NA,NA,female,212
2023,O09621,9,64,NA,NA,female,212
2023,O09622,9,64,NA,NA,female,212
2023,O09623,9,64,NA,NA,female,212
2023,O09629,9,64,NA,NA,female,212
2023,O0970,9,64,NA,NA,female,212
2023,O0971,9,64,NA,NA,female,212
2023,O0972,9,64,NA,NA,female,212
2023,O0973,9,64,NA,NA,female,212
2023,O09811,9,64,NA,NA,female,211
2023,O09812,9,64,NA,NA,female,211
2023,O09813,9,64,NA,NA,female,211
2023,O09819,9,64,NA,NA,female,211
2023,O09821,9,64,NA,NA,female,212
2023,O09822,9,64,NA,NA,female,212
2023,O09823,9,64,NA,NA,female,212
2023,O09829,9,64,NA,NA,female,212
2023,O09891,9,64,NA,NA,female,212
2023,O09892,9,64,NA,NA,female,212
2023,O09893,9,64,NA,NA,female,212
2023,O09899,9,64,NA,NA,female,212
2023,O0990,9,64,NA,NA,female,212
2023,O0991,9,64,NA,NA,female,212
2023,O0992,9,64,NA,NA,female,212
2023,O0993,9,64,NA,NA,female,212
2023,O09A0,9,64,NA,NA,female,212
2023,O09A1,9,64,NA,NA,female,212
2023,O09A2,9,64,NA,NA,female,212
2023,O09A3,9,64,NA,NA,female,212
2023,O10011,9,64,NA,NA,female,211
2023,O10012,9,64,NA,NA,female,211
2023,O10013,9,64,NA,NA,female,211
2023,O10019,9,64,NA,NA,female,211
2023,O1002,9,64,NA,NA,female,208
2023,O1003,9,64,NA,NA,female,208
2023,O10111,9,64,NA,NA,female,211
2023,O10112,9,64,NA,NA,female,211
2023,O10113,9,64,NA,NA,female,211
2023,O10119,9,64,NA,NA,female,211
2023,O1012,9,64,NA,NA,female,208
2023,O1013,9,64,NA,NA,female,208
2023,O10211,9,64,NA,NA,female,211
2023,O10212,9,64,NA,NA,female,211
2023,O10213,9,64,NA,NA,female,211
2023,O10219,9,64,NA,NA,female,211
2023,O1022,9,64,NA,NA,female,208
2023,O1023,9,64,NA,NA,female,208
2023,O10311,9,64,NA,NA,female,211
2023,O10312,9,64,NA,NA,female,211
2023,O10313,9,64,NA,NA,female,211
2023,O10319,9,64,NA,NA,female,211
2023,O1032,9,64,NA,NA,female,208
2023,O1033,9,64,NA,NA,female,208
2023,O10411,9,64,NA,NA,female,211
2023,O10412,9,64,NA,NA,female,211
2023,O10413,9,64,NA,NA,female,211
2023,O10419,9,64,NA,NA,female,211
2023,O1042,9,64,NA,NA,female,208
2023,O1043,9,64,NA,NA,female,208
2023,O10911,9,64,NA,NA,female,211
2023,O10912,9,64,NA,NA,female,211
2023,O10913,9,64,NA,NA,female,211
2023,O10919,9,64,NA,NA,female,211
2023,O1092,9,64,NA,NA,female,208
2023,O1093,9,64,NA,NA,female,208
2023,O111,9,64,NA,NA,female,211
2023,O112,9,64,NA,NA,female,211
2023,O113,9,64,NA,NA,female,211
2023,O114,9,64,NA,NA,female,208
2023,O115,9,64,NA,NA,female,208
2023,O119,9,64,NA,NA,female,211
2023,O1200,9,64,NA,NA,female,212
2023,O1201,9,64,NA,NA,female,212
2023,O1202,9,64,NA,NA,female,212
2023,O1203,9,64,NA,NA,female,212
2023,O1204,9,64,NA,NA,female,209
2023,O1205,9,64,NA,NA,female,209
2023,O1210,9,64,NA,NA,female,211
2023,O1211,9,64,NA,NA,female,211
2023,O1212,9,64,NA,NA,female,211
2023,O1213,9,64,NA,NA,female,211
2023,O1214,9,64,NA,NA,female,209
2023,O1215,9,64,NA,NA,female,209
2023,O1220,9,64,NA,NA,female,211
2023,O1220,9,64,NA,NA,female,212
2023,O1221,9,64,NA,NA,female,211
2023,O1221,9,64,NA,NA,female,212
2023,O1222,9,64,NA,NA,female,211
2023,O1222,9,64,NA,NA,female,212
2023,O1223,9,64,NA,NA,female,211
2023,O1223,9,64,NA,NA,female,212
2023,O1224,9,64,NA,NA,female,209
2023,O1225,9,64,NA,NA,female,209
2023,O131,9,64,NA,NA,female,211
2023,O132,9,64,NA,NA,female,211
2023,O133,9,64,NA,NA,female,211
2023,O134,9,64,NA,NA,female,208
2023,O135,9,64,NA,NA,female,208
2023,O139,9,64,NA,NA,female,211
2023,O1400,9,64,NA,NA,female,211
2023,O1402,9,64,NA,NA,female,211
2023,O1403,9,64,NA,NA,female,211
2023,O1404,9,64,NA,NA,female,208
2023,O1405,9,64,NA,NA,female,208
2023,O1410,9,64,NA,NA,female,210
2023,O1412,9,64,NA,NA,female,210
2023,O1413,9,64,NA,NA,female,210
2023,O1414,9,64,NA,NA,female,207
2023,O1415,9,64,NA,NA,female,207
2023,O1420,9,64,NA,NA,female,210
2023,O1422,9,64,NA,NA,female,210
2023,O1423,9,64,NA,NA,female,210
2023,O1424,9,64,NA,NA,female,207
2023,O1425,9,64,NA,NA,female,207
2023,O1490,9,64,NA,NA,female,211
2023,O1492,9,64,NA,NA,female,211
2023,O1493,9,64,NA,NA,female,211
2023,O1494,9,64,NA,NA,female,208
2023,O1495,9,64,NA,NA,female,208
2023,O1500,9,64,NA,NA,female,210
2023,O1502,9,64,NA,NA,female,210
2023,O1503,9,64,NA,NA,female,210
2023,O151,9,64,NA,NA,female,207
2023,O152,9,64,NA,NA,female,207
2023,O159,9,64,NA,NA,female,207
2023,O161,9,64,NA,NA,female,211
2023,O162,9,64,NA,NA,female,211
2023,O163,9,64,NA,NA,female,211
2023,O164,9,64,NA,NA,female,208
2023,O165,9,64,NA,NA,female,208
2023,O169,9,64,NA,NA,female,211
2023,O200,9,64,NA,NA,female,212
2023,O208,9,64,NA,NA,female,212
2023,O209,9,64,NA,NA,female,212
2023,O210,9,64,NA,NA,female,212
2023,O211,9,64,NA,NA,female,212
2023,O212,9,64,NA,NA,female,212
2023,O218,9,64,NA,NA,female,212
2023,O219,9,64,NA,NA,female,212
2023,O2200,9,64,NA,NA,female,212
2023,O2201,9,64,NA,NA,female,212
2023,O2202,9,64,NA,NA,female,212
2023,O2203,9,64,NA,NA,female,212
2023,O2210,9,64,NA,NA,female,212
2023,O2211,9,64,NA,NA,female,212
2023,O2212,9,64,NA,NA,female,212
2023,O2213,9,64,NA,NA,female,212
2023,O2220,9,64,NA,NA,female,212
2023,O2221,9,64,NA,NA,female,212
2023,O2222,9,64,NA,NA,female,212
2023,O2223,9,64,NA,NA,female,212
2023,O2230,9,64,NA,NA,female,210
2023,O2231,9,64,NA,NA,female,210
2023,O2232,9,64,NA,NA,female,210
2023,O2233,9,64,NA,NA,female,210
2023,O2240,9,64,NA,NA,female,212
2023,O2241,9,64,NA,NA,female,212
2023,O2242,9,64,NA,NA,female,212
2023,O2243,9,64,NA,NA,female,212
2023,O2250,9,64,NA,NA,female,210
2023,O2251,9,64,NA,NA,female,210
2023,O2252,9,64,NA,NA,female,210
2023,O2253,9,64,NA,NA,female,210
2023,O228X1,9,64,NA,NA,female,212
2023,O228X2,9,64,NA,NA,female,212
2023,O228X3,9,64,NA,NA,female,212
2023,O228X9,9,64,NA,NA,female,212
2023,O2290,9,64,NA,NA,female,212
2023,O2291,9,64,NA,NA,female,212
2023,O2292,9,64,NA,NA,female,212
2023,O2293,9,64,NA,NA,female,212
2023,O2300,9,64,NA,NA,female,212
2023,O2301,9,64,NA,NA,female,212
2023,O2302,9,64,NA,NA,female,212
2023,O2303,9,64,NA,NA,female,212
2023,O2310,9,64,NA,NA,female,212
2023,O2311,9,64,NA,NA,female,212
2023,O2312,9,64,NA,NA,female,212
2023,O2313,9,64,NA,NA,female,212
2023,O2320,9,64,NA,NA,female,212
2023,O2321,9,64,NA,NA,female,212
2023,O2322,9,64,NA,NA,female,212
2023,O2323,9,64,NA,NA,female,212
2023,O2330,9,64,NA,NA,female,212
2023,O2331,9,64,NA,NA,female,212
2023,O2332,9,64,NA,NA,female,212
2023,O2333,9,64,NA,NA,female,212
2023,O2340,9,64,NA,NA,female,212
2023,O2341,9,64,NA,NA,female,212
2023,O2342,9,64,NA,NA,female,212
2023,O2343,9,64,NA,NA,female,212
2023,O23511,9,64,NA,NA,female,212
2023,O23512,9,64,NA,NA,female,212
2023,O23513,9,64,NA,NA,female,212
2023,O23519,9,64,NA,NA,female,212
2023,O23521,9,64,NA,NA,female,212
2023,O23522,9,64,NA,NA,female,212
2023,O23523,9,64,NA,NA,female,212
2023,O23529,9,64,NA,NA,female,212
2023,O23591,9,64,NA,NA,female,212
2023,O23592,9,64,NA,NA,female,212
2023,O23593,9,64,NA,NA,female,212
2023,O23599,9,64,NA,NA,female,212
2023,O2390,9,64,NA,NA,female,212
2023,O2391,9,64,NA,NA,female,212
2023,O2392,9,64,NA,NA,female,212
2023,O2393,9,64,NA,NA,female,212
2023,O24011,9,64,NA,NA,female,211
2023,O24012,9,64,NA,NA,female,211
2023,O24013,9,64,NA,NA,female,211
2023,O24019,9,64,NA,NA,female,211
2023,O2402,9,64,NA,NA,female,208
2023,O2403,9,64,NA,NA,female,208
2023,O24111,9,64,NA,NA,female,211
2023,O24112,9,64,NA,NA,female,211
2023,O24113,9,64,NA,NA,female,211
2023,O24119,9,64,NA,NA,female,211
2023,O2412,9,64,NA,NA,female,208
2023,O2413,9,64,NA,NA,female,208
2023,O24311,9,64,NA,NA,female,211
2023,O24312,9,64,NA,NA,female,211
2023,O24313,9,64,NA,NA,female,211
2023,O24319,9,64,NA,NA,female,211
2023,O2432,9,64,NA,NA,female,208
2023,O2433,9,64,NA,NA,female,208
2023,O24410,9,64,NA,NA,female,212
2023,O24414,9,64,NA,NA,female,212
2023,O24415,9,64,NA,NA,female,212
2023,O24419,9,64,NA,NA,female,212
2023,O24420,9,64,NA,NA,female,209
2023,O24424,9,64,NA,NA,female,209
2023,O24425,9,64,NA,NA,female,209
2023,O24429,9,64,NA,NA,female,209
2023,O24430,9,64,NA,NA,female,209
2023,O24434,9,64,NA,NA,female,209
2023,O24435,9,64,NA,NA,female,209
2023,O24439,9,64,NA,NA,female,209
2023,O24811,9,64,NA,NA,female,211
2023,O24812,9,64,NA,NA,female,211
2023,O24813,9,64,NA,NA,female,211
2023,O24819,9,64,NA,NA,female,211
2023,O2482,9,64,NA,NA,female,208
2023,O2483,9,64,NA,NA,female,208
2023,O24911,9,64,NA,NA,female,211
2023,O24912,9,64,NA,NA,female,211
2023,O24913,9,64,NA,NA,female,211
2023,O24919,9,64,NA,NA,female,211
2023,O2492,9,64,NA,NA,female,208
2023,O2493,9,64,NA,NA,female,208
2023,O2510,9,64,NA,NA,female,212
2023,O2511,9,64,NA,NA,female,212
2023,O2512,9,64,NA,NA,female,212
2023,O2513,9,64,NA,NA,female,212
2023,O252,9,64,NA,NA,female,209
2023,O253,9,64,NA,NA,female,209
2023,O2600,9,64,NA,NA,female,212
2023,O2601,9,64,NA,NA,female,212
2023,O2602,9,64,NA,NA,female,212
2023,O2603,9,64,NA,NA,female,212
2023,O2610,9,64,NA,NA,female,212
2023,O2611,9,64,NA,NA,female,212
2023,O2612,9,64,NA,NA,female,212
2023,O2613,9,64,NA,NA,female,212
2023,O2620,9,64,NA,NA,female,212
2023,O2621,9,64,NA,NA,female,212
2023,O2622,9,64,NA,NA,female,212
2023,O2623,9,64,NA,NA,female,212
2023,O2630,9,64,NA,NA,female,212
2023,O2631,9,64,NA,NA,female,212
2023,O2632,9,64,NA,NA,female,212
2023,O2633,9,64,NA,NA,female,212
2023,O2640,9,64,NA,NA,female,212
2023,O2641,9,64,NA,NA,female,212
2023,O2642,9,64,NA,NA,female,212
2023,O2643,9,64,NA,NA,female,212
2023,O2650,9,64,NA,NA,female,211
2023,O2651,9,64,NA,NA,female,211
2023,O2652,9,64,NA,NA,female,211
2023,O2653,9,64,NA,NA,female,211
2023,O26611,9,64,NA,NA,female,211
2023,O26612,9,64,NA,NA,female,211
2023,O26613,9,64,NA,NA,female,211
2023,O26619,9,64,NA,NA,female,211
2023,O2662,9,64,NA,NA,female,208
2023,O2663,9,64,NA,NA,female,208
2023,O26711,9,64,NA,NA,female,212
2023,O26712,9,64,NA,NA,female,212
2023,O26713,9,64,NA,NA,female,212
2023,O26719,9,64,NA,NA,female,212
2023,O2672,9,64,NA,NA,female,209
2023,O2673,9,64,NA,NA,female,209
2023,O26811,9,64,NA,NA,female,212
2023,O26812,9,64,NA,NA,female,212
2023,O26813,9,64,NA,NA,female,212
2023,O26819,9,64,NA,NA,female,212
2023,O26821,9,64,NA,NA,female,212
2023,O26822,9,64,NA,NA,female,212
2023,O26823,9,64,NA,NA,female,212
2023,O26829,9,64,NA,NA,female,212
2023,O26831,9,64,NA,NA,female,211
2023,O26832,9,64,NA,NA,female,211
2023,O26833,9,64,NA,NA,female,211
2023,O26839,9,64,NA,NA,female,211
2023,O26841,9,64,NA,NA,female,212
2023,O26842,9,64,NA,NA,female,212
2023,O26843,9,64,NA,NA,female,212
2023,O26849,9,64,NA,NA,female,212
2023,O26851,9,64,NA,NA,female,212
2023,O26852,9,64,NA,NA,female,212
2023,O26853,9,64,NA,NA,female,212
2023,O26859,9,64,NA,NA,female,212
2023,O2686,9,64,NA,NA,female,212
2023,O26872,9,64,NA,NA,female,210
2023,O26873,9,64,NA,NA,female,210
2023,O26879,9,64,NA,NA,female,210
2023,O26891,9,64,NA,NA,female,212
2023,O26892,9,64,NA,NA,female,212
2023,O26893,9,64,NA,NA,female,212
2023,O26899,9,64,NA,NA,female,212
2023,O2690,9,64,NA,NA,female,212
2023,O2691,9,64,NA,NA,female,212
2023,O2692,9,64,NA,NA,female,212
2023,O2693,9,64,NA,NA,female,212
2023,O29011,9,64,NA,NA,female,210
2023,O29012,9,64,NA,NA,female,210
2023,O29013,9,64,NA,NA,female,210
2023,O29019,9,64,NA,NA,female,210
2023,O29021,9,64,NA,NA,female,210
2023,O29022,9,64,NA,NA,female,210
2023,O29023,9,64,NA,NA,female,210
2023,O29029,9,64,NA,NA,female,210
2023,O29091,9,64,NA,NA,female,212
2023,O29092,9,64,NA,NA,female,212
2023,O29093,9,64,NA,NA,female,212
2023,O29099,9,64,NA,NA,female,212
2023,O29111,9,64,NA,NA,female,210
2023,O29112,9,64,NA,NA,female,210
2023,O29113,9,64,NA,NA,female,210
2023,O29119,9,64,NA,NA,female,210
2023,O29121,9,64,NA,NA,female,210
2023,O29122,9,64,NA,NA,female,210
2023,O29123,9,64,NA,NA,female,210
2023,O29129,9,64,NA,NA,female,210
2023,O29191,9,64,NA,NA,female,212
2023,O29192,9,64,NA,NA,female,212
2023,O29193,9,64,NA,NA,female,212
2023,O29199,9,64,NA,NA,female,212
2023,O29211,9,64,NA,NA,female,210
2023,O29212,9,64,NA,NA,female,210
2023,O29213,9,64,NA,NA,female,210
2023,O29219,9,64,NA,NA,female,210
2023,O29291,9,64,NA,NA,female,210
2023,O29292,9,64,NA,NA,female,210
2023,O29293,9,64,NA,NA,female,210
2023,O29299,9,64,NA,NA,female,210
2023,O293X1,9,64,NA,NA,female,212
2023,O293X2,9,64,NA,NA,female,212
2023,O293X3,9,64,NA,NA,female,212
2023,O293X9,9,64,NA,NA,female,212
2023,O2940,9,64,NA,NA,female,212
2023,O2941,9,64,NA,NA,female,212
2023,O2942,9,64,NA,NA,female,212
2023,O2943,9,64,NA,NA,female,212
2023,O295X1,9,64,NA,NA,female,212
2023,O295X2,9,64,NA,NA,female,212
2023,O295X3,9,64,NA,NA,female,212
2023,O295X9,9,64,NA,NA,female,212
2023,O2960,9,64,NA,NA,female,210
2023,O2961,9,64,NA,NA,female,210
2023,O2962,9,64,NA,NA,female,210
2023,O2963,9,64,NA,NA,female,210
2023,O298X1,9,64,NA,NA,female,212
2023,O298X2,9,64,NA,NA,female,212
2023,O298X3,9,64,NA,NA,female,212
2023,O298X9,9,64,NA,NA,female,212
2023,O2990,9,64,NA,NA,female,212
2023,O2991,9,64,NA,NA,female,212
2023,O2992,9,64,NA,NA,female,212
2023,O2993,9,64,NA,NA,female,212
2023,O30001,9,64,NA,NA,female,210
2023,O30002,9,64,NA,NA,female,210
2023,O30003,9,64,NA,NA,female,210
2023,O30009,9,64,NA,NA,female,210
2023,O30011,9,64,NA,NA,female,210
2023,O30012,9,64,NA,NA,female,210
2023,O30013,9,64,NA,NA,female,210
2023,O30019,9,64,NA,NA,female,210
2023,O30021,9,64,NA,NA,female,210
2023,O30022,9,64,NA,NA,female,210
2023,O30023,9,64,NA,NA,female,210
2023,O30029,9,64,NA,NA,female,210
2023,O30031,9,64,NA,NA,female,210
2023,O30032,9,64,NA,NA,female,210
2023,O30033,9,64,NA,NA,female,210
2023,O30039,9,64,NA,NA,female,210
2023,O30041,9,64,NA,NA,female,210
2023,O30042,9,64,NA,NA,female,210
2023,O30043,9,64,NA,NA,female,210
2023,O30049,9,64,NA,NA,female,210
2023,O30091,9,64,NA,NA,female,210
2023,O30092,9,64,NA,NA,female,210
2023,O30093,9,64,NA,NA,female,210
2023,O30099,9,64,NA,NA,female,210
2023,O30101,9,64,NA,NA,female,210
2023,O30102,9,64,NA,NA,female,210
2023,O30103,9,64,NA,NA,female,210
2023,O30109,9,64,NA,NA,female,210
2023,O30111,9,64,NA,NA,female,210
2023,O30112,9,64,NA,NA,female,210
2023,O30113,9,64,NA,NA,female,210
2023,O30119,9,64,NA,NA,female,210
2023,O30121,9,64,NA,NA,female,210
2023,O30122,9,64,NA,NA,female,210
2023,O30123,9,64,NA,NA,female,210
2023,O30129,9,64,NA,NA,female,210
2023,O30131,9,64,NA,NA,female,210
2023,O30132,9,64,NA,NA,female,210
