payment_year,hcpcs_cpt_code,included_flag
2023,37650,yes
2023,37660,yes
2023,37700,yes
2023,37718,yes
2023,37722,yes
2023,37735,yes
2023,37760,yes
2023,37761,yes
2023,37765,yes
2023,37766,yes
2023,37780,yes
2023,37785,yes
2023,37788,yes
2023,37790,yes
2023,37799,yes
2023,38100,yes
2023,38101,yes
2023,38115,yes
2023,38120,yes
2023,38129,yes
2023,38240,yes
2023,38241,yes
2023,38242,yes
2023,38243,yes
2023,38300,yes
2023,38305,yes
2023,38308,yes
2023,38380,yes
2023,38381,yes
2023,38382,yes
2023,38542,yes
2023,38550,yes
2023,38555,yes
2023,38562,yes
2023,38564,yes
2023,38570,yes
2023,38571,yes
2023,38572,yes
2023,38573,yes
2023,38589,yes
2023,38700,yes
2023,38720,yes
2023,38724,yes
2023,38740,yes
2023,38745,yes
2023,38760,yes
2023,38765,yes
2023,38770,yes
2023,38780,yes
2023,38794,yes
2023,38999,yes
2023,39000,yes
2023,39010,yes
2023,39200,yes
2023,39220,yes
2023,39499,yes
2023,39501,yes
2023,39503,yes
2023,39540,yes
2023,39541,yes
2023,39545,yes
2023,39560,yes
2023,39561,yes
2023,39599,yes
2023,40500,yes
2023,40510,yes
2023,40520,yes
2023,40525,yes
2023,40527,yes
2023,40530,yes
2023,40650,yes
2023,40652,yes
2023,40654,yes
2023,40700,yes
2023,40701,yes
2023,40702,yes
2023,40720,yes
2023,40761,yes
2023,40799,yes
2023,40800,yes
2023,40801,yes
2023,40804,yes
2023,40805,yes
2023,40806,yes
2023,40810,yes
2023,40812,yes
2023,40814,yes
2023,40816,yes
2023,40818,yes
2023,40819,yes
2023,40820,yes
2023,40830,yes
2023,40831,yes
2023,40840,yes
2023,40842,yes
2023,40843,yes
2023,40844,yes
2023,40845,yes
2023,40899,yes
2023,41000,yes
2023,41005,yes
2023,41006,yes
2023,41007,yes
2023,41008,yes
2023,41009,yes
2023,41010,yes
2023,41015,yes
2023,41016,yes
2023,41017,yes
2023,41018,yes
2023,41110,yes
2023,41112,yes
2023,41113,yes
2023,41114,yes
2023,41115,yes
2023,41116,yes
2023,41120,yes
2023,41130,yes
2023,41135,yes
2023,41140,yes
2023,41145,yes
2023,41150,yes
2023,41153,yes
2023,41155,yes
2023,41250,yes
2023,41251,yes
2023,41252,yes
2023,41510,yes
2023,41512,yes
2023,41520,yes
2023,41530,yes
2023,41599,yes
2023,41800,yes
2023,41805,yes
2023,41806,yes
2023,41820,yes
2023,41821,yes
2023,41822,yes
2023,41823,yes
2023,41825,yes
2023,41826,yes
2023,41827,yes
2023,41828,yes
2023,41830,yes
2023,41850,yes
2023,41870,yes
2023,41872,yes
2023,41874,yes
2023,41899,yes
2023,42000,yes
2023,42104,yes
2023,42106,yes
2023,42107,yes
2023,42120,yes
2023,42140,yes
2023,42145,yes
2023,42160,yes
2023,42180,yes
2023,42182,yes
2023,42200,yes
2023,42205,yes
2023,42210,yes
2023,42215,yes
2023,42220,yes
2023,42225,yes
2023,42226,yes
2023,42227,yes
2023,42235,yes
2023,42260,yes
2023,42280,yes
2023,42281,yes
2023,42299,yes
2023,42300,yes
2023,42305,yes
2023,42310,yes
2023,42320,yes
2023,42330,yes
2023,42335,yes
2023,42340,yes
2023,42408,yes
2023,42409,yes
2023,42410,yes
2023,42415,yes
2023,42420,yes
2023,42425,yes
2023,42426,yes
2023,42440,yes
2023,42450,yes
2023,42500,yes
2023,42505,yes
2023,42507,yes
2023,42509,yes
2023,42510,yes
2023,42600,yes
2023,42650,yes
2023,42660,yes
2023,42665,yes
2023,42699,yes
2023,42700,yes
2023,42720,yes
2023,42725,yes
2023,42808,yes
2023,42809,yes
2023,42810,yes
2023,42815,yes
2023,42820,yes
2023,42821,yes
2023,42825,yes
2023,42826,yes
2023,42830,yes
2023,42831,yes
2023,42835,yes
2023,42836,yes
2023,42842,yes
2023,42844,yes
2023,42845,yes
2023,42860,yes
2023,42870,yes
2023,42890,yes
2023,42892,yes
2023,42894,yes
2023,42900,yes
2023,42950,yes
2023,42953,yes
2023,42955,yes
2023,42960,yes
2023,42961,yes
2023,42962,yes
2023,42970,yes
2023,42971,yes
2023,42972,yes
2023,42975,yes
2023,42999,yes
2023,43020,yes
2023,43030,yes
2023,43045,yes
2023,43100,yes
2023,43101,yes
2023,43107,yes
2023,43108,yes
2023,43112,yes
2023,43113,yes
2023,43116,yes
2023,43117,yes
2023,43118,yes
2023,43121,yes
2023,43122,yes
2023,43123,yes
2023,43124,yes
2023,43130,yes
2023,43135,yes
2023,43180,yes
2023,43191,yes
2023,43192,yes
2023,43194,yes
2023,43195,yes
2023,43196,yes
2023,43197,yes
2023,43200,yes
2023,43201,yes
2023,43202,yes
2023,43204,yes
2023,43205,yes
2023,43206,yes
2023,43210,yes
2023,43211,yes
2023,43212,yes
2023,43213,yes
2023,43214,yes
2023,43215,yes
2023,43216,yes
2023,43217,yes
2023,43220,yes
2023,43226,yes
2023,43227,yes
2023,43229,yes
2023,43231,yes
2023,43232,yes
2023,43233,yes
2023,43235,yes
2023,43236,yes
2023,43237,yes
2023,43238,yes
2023,43239,yes
2023,43240,yes
2023,43241,yes
2023,43242,yes
2023,43243,yes
2023,43244,yes
2023,43245,yes
2023,43246,yes
2023,43247,yes
2023,43248,yes
2023,43249,yes
2023,43250,yes
2023,43251,yes
2023,43252,yes
2023,43253,yes
2023,43254,yes
2023,43255,yes
2023,43257,yes
2023,43259,yes
2023,43260,yes
2023,43261,yes
2023,43262,yes
2023,43263,yes
2023,43264,yes
2023,43265,yes
2023,43266,yes
2023,43270,yes
2023,43274,yes
2023,43275,yes
2023,43276,yes
2023,43277,yes
2023,43278,yes
2023,43279,yes
2023,43280,yes
2023,43281,yes
2023,43282,yes
2023,43284,yes
2023,43285,yes
2023,43286,yes
2023,43287,yes
2023,43288,yes
2023,43289,yes
2023,43290,yes
2023,43291,yes
2023,43300,yes
2023,43305,yes
2023,43310,yes
2023,43312,yes
2023,43313,yes
2023,43314,yes
2023,43320,yes
2023,43325,yes
2023,43327,yes
2023,43328,yes
2023,43330,yes
2023,43331,yes
2023,43332,yes
2023,43333,yes
2023,43334,yes
2023,43335,yes
2023,43336,yes
2023,43337,yes
2023,43340,yes
2023,43341,yes
2023,43351,yes
2023,43352,yes
2023,43360,yes
2023,43361,yes
2023,43400,yes
2023,43405,yes
2023,43410,yes
2023,43415,yes
2023,43420,yes
2023,43425,yes
2023,43450,yes
2023,43453,yes
2023,43460,yes
2023,43496,yes
2023,43497,yes
2023,43499,yes
2023,43500,yes
2023,43501,yes
2023,43502,yes
2023,43510,yes
2023,43520,yes
2023,43610,yes
2023,43611,yes
2023,43620,yes
2023,43621,yes
2023,43622,yes
2023,43631,yes
2023,43632,yes
2023,43633,yes
2023,43634,yes
2023,43640,yes
2023,43641,yes
2023,43644,yes
2023,43645,yes
2023,43647,yes
2023,43648,yes
2023,43651,yes
2023,43652,yes
2023,43653,yes
2023,43659,yes
2023,43752,yes
2023,43753,yes
2023,43754,yes
2023,43755,yes
2023,43756,yes
2023,43757,yes
2023,43761,yes
2023,43762,yes
2023,43763,yes
2023,43770,yes
2023,43771,yes
2023,43772,yes
2023,43773,yes
2023,43774,yes
2023,43775,yes
2023,43800,yes
2023,43810,yes
2023,43820,yes
2023,43825,yes
2023,43830,yes
2023,43831,yes
2023,43832,yes
2023,43840,yes
2023,43842,yes
2023,43843,yes
2023,43845,yes
2023,43846,yes
2023,43847,yes
2023,43848,yes
2023,43860,yes
2023,43865,yes
2023,43870,yes
2023,43880,yes
2023,43881,yes
2023,43882,yes
2023,43886,yes
2023,43887,yes
2023,43888,yes
2023,43999,yes
2023,44005,yes
2023,44010,yes
2023,44020,yes
2023,44021,yes
2023,44025,yes
2023,44050,yes
2023,44055,yes
2023,44110,yes
2023,44111,yes
2023,44120,yes
2023,44125,yes
2023,44126,yes
2023,44127,yes
2023,44130,yes
2023,44135,yes
2023,44136,yes
2023,44137,yes
2023,44140,yes
2023,44141,yes
2023,44143,yes
2023,44144,yes
2023,44145,yes
2023,44146,yes
2023,44147,yes
2023,44150,yes
2023,44151,yes
2023,44155,yes
2023,44156,yes
2023,44157,yes
2023,44158,yes
2023,44160,yes
2023,44180,yes
2023,44186,yes
2023,44187,yes
2023,44188,yes
2023,44202,yes
2023,44204,yes
2023,44205,yes
2023,44206,yes
2023,44207,yes
2023,44208,yes
2023,44210,yes
2023,44211,yes
2023,44212,yes
2023,44227,yes
2023,44238,yes
2023,44300,yes
2023,44310,yes
2023,44312,yes
2023,44314,yes
2023,44316,yes
2023,44320,yes
2023,44322,yes
2023,44340,yes
2023,44345,yes
2023,44346,yes
2023,44360,yes
2023,44361,yes
2023,44363,yes
2023,44364,yes
2023,44365,yes
2023,44366,yes
2023,44369,yes
2023,44370,yes
2023,44372,yes
2023,44373,yes
2023,44376,yes
2023,44377,yes
2023,44378,yes
2023,44379,yes
2023,44380,yes
2023,44381,yes
2023,44382,yes
2023,44384,yes
2023,44385,yes
2023,44386,yes
2023,44388,yes
2023,44389,yes
2023,44390,yes
2023,44391,yes
2023,44392,yes
2023,44394,yes
2023,44401,yes
2023,44402,yes
2023,44403,yes
2023,44404,yes
2023,44405,yes
2023,44406,yes
2023,44407,yes
2023,44408,yes
2023,44500,yes
2023,44602,yes
2023,44603,yes
2023,44604,yes
2023,44605,yes
2023,44615,yes
2023,44620,yes
2023,44625,yes
2023,44626,yes
2023,44640,yes
2023,44650,yes
2023,44660,yes
2023,44661,yes
2023,44680,yes
2023,44700,yes
2023,44799,yes
2023,44800,yes
2023,44820,yes
2023,44850,yes
2023,44899,yes
2023,44900,yes
2023,44950,yes
2023,44960,yes
2023,44970,yes
2023,44979,yes
2023,45000,yes
2023,45005,yes
2023,45020,yes
2023,45108,yes
2023,45110,yes
2023,45111,yes
2023,45112,yes
2023,45113,yes
2023,45114,yes
2023,45116,yes
2023,45119,yes
2023,45120,yes
2023,45121,yes
2023,45123,yes
2023,45126,yes
2023,45130,yes
2023,45135,yes
2023,45136,yes
2023,45150,yes
2023,45160,yes
2023,45171,yes
2023,45172,yes
2023,45190,yes
2023,45300,yes
2023,45303,yes
2023,45305,yes
2023,45307,yes
2023,45308,yes
2023,45309,yes
2023,45315,yes
2023,45317,yes
2023,45320,yes
2023,45321,yes
2023,45327,yes
2023,45330,yes
2023,45331,yes
2023,45332,yes
2023,45333,yes
2023,45334,yes
2023,45335,yes
2023,45337,yes
2023,45338,yes
2023,45340,yes
2023,45341,yes
2023,45342,yes
2023,45346,yes
2023,45347,yes
2023,45349,yes
2023,45350,yes
2023,45378,yes
2023,45379,yes
2023,45380,yes
2023,45381,yes
2023,45382,yes
2023,45384,yes
2023,45385,yes
2023,45386,yes
2023,45388,yes
2023,45389,yes
2023,45390,yes
2023,45391,yes
2023,45392,yes
2023,45393,yes
2023,45395,yes
2023,45397,yes
2023,45398,yes
2023,45399,yes
2023,45400,yes
2023,45402,yes
2023,45499,yes
2023,45500,yes
2023,45505,yes
2023,45520,yes
2023,45540,yes
2023,45541,yes
2023,45550,yes
2023,45560,yes
2023,45562,yes
2023,45563,yes
2023,45800,yes
2023,45805,yes
2023,45820,yes
2023,45825,yes
2023,45900,yes
2023,45905,yes
2023,45910,yes
2023,45915,yes
2023,45990,yes
2023,45999,yes
2023,46020,yes
2023,46030,yes
2023,46040,yes
2023,46045,yes
2023,46050,yes
2023,46060,yes
2023,46070,yes
2023,46080,yes
2023,46083,yes
2023,46200,yes
2023,46220,yes
2023,46221,yes
2023,46230,yes
2023,46250,yes
2023,46255,yes
2023,46257,yes
2023,46258,yes
2023,46260,yes
2023,46261,yes
2023,46262,yes
2023,46270,yes
2023,46275,yes
2023,46280,yes
2023,46285,yes
2023,46288,yes
2023,46320,yes
2023,46500,yes
2023,46505,yes
2023,46600,yes
2023,46601,yes
2023,46604,yes
2023,46606,yes
2023,46607,yes
2023,46608,yes
2023,46610,yes
2023,46611,yes
2023,46612,yes
2023,46614,yes
2023,46615,yes
2023,46700,yes
2023,46705,yes
2023,46706,yes
2023,46707,yes
2023,46710,yes
2023,46712,yes
2023,46715,yes
2023,46716,yes
2023,46730,yes
2023,46735,yes
2023,46740,yes
2023,46742,yes
2023,46744,yes
2023,46746,yes
2023,46748,yes
2023,46750,yes
2023,46751,yes
2023,46753,yes
2023,46754,yes
2023,46760,yes
2023,46761,yes
2023,46900,yes
2023,46910,yes
2023,46916,yes
2023,46917,yes
2023,46922,yes
2023,46924,yes
2023,46930,yes
2023,46940,yes
2023,46942,yes
2023,46945,yes
2023,46946,yes
2023,46947,yes
2023,46948,yes
2023,46999,yes
2023,47010,yes
2023,47015,yes
2023,47120,yes
2023,47122,yes
2023,47125,yes
2023,47130,yes
2023,47135,yes
2023,47300,yes
2023,47350,yes
2023,47360,yes
2023,47361,yes
2023,47362,yes
2023,47370,yes
2023,47371,yes
2023,47379,yes
2023,47380,yes
2023,47381,yes
2023,47382,yes
2023,47383,yes
2023,47399,yes
2023,47400,yes
2023,47420,yes
2023,47425,yes
2023,47460,yes
2023,47480,yes
2023,47490,yes
2023,47533,yes
2023,47534,yes
2023,47535,yes
2023,47536,yes
2023,47537,yes
2023,47538,yes
2023,47539,yes
2023,47540,yes
2023,47552,yes
2023,47553,yes
2023,47554,yes
2023,47555,yes
2023,47556,yes
2023,47562,yes
2023,47563,yes
2023,47564,yes
2023,47570,yes
2023,47579,yes
2023,47600,yes
2023,47605,yes
2023,47610,yes
2023,47612,yes
2023,47620,yes
2023,47700,yes
2023,47701,yes
2023,47711,yes
2023,47712,yes
2023,47715,yes
2023,47720,yes
2023,47721,yes
2023,47740,yes
2023,47741,yes
2023,47760,yes
2023,47765,yes
2023,47780,yes
2023,47785,yes
2023,47800,yes
2023,47801,yes
2023,47802,yes
2023,47900,yes
2023,47999,yes
2023,48000,yes
2023,48001,yes
2023,48020,yes
2023,48105,yes
2023,48120,yes
2023,48140,yes
2023,48145,yes
2023,48146,yes
2023,48148,yes
2023,48150,yes
2023,48152,yes
2023,48153,yes
2023,48154,yes
2023,48155,yes
2023,48160,yes
2023,48500,yes
2023,48510,yes
2023,48520,yes
2023,48540,yes
2023,48545,yes
2023,48547,yes
2023,48548,yes
2023,48554,yes
2023,48556,yes
2023,48999,yes
2023,49000,yes
2023,49002,yes
2023,49010,yes
2023,49013,yes
2023,49014,yes
2023,49020,yes
2023,49040,yes
2023,49060,yes
2023,49062,yes
2023,49082,yes
2023,49083,yes
2023,49084,yes
2023,49185,yes
2023,49203,yes
2023,49204,yes
2023,49205,yes
2023,49215,yes
2023,49250,yes
2023,49255,yes
2023,49320,yes
2023,49321,yes
2023,49322,yes
2023,49323,yes
2023,49324,yes
2023,49325,yes
2023,49329,yes
2023,49402,yes
2023,49405,yes
2023,49406,yes
2023,49407,yes
2023,49418,yes
2023,49419,yes
2023,49421,yes
2023,49422,yes
2023,49423,yes
2023,49425,yes
2023,49426,yes
2023,49428,yes
2023,49429,yes
2023,49436,yes
2023,49440,yes
2023,49441,yes
2023,49442,yes
2023,49446,yes
2023,49450,yes
2023,49451,yes
2023,49452,yes
2023,49460,yes
2023,49491,yes
2023,49492,yes
2023,49495,yes
2023,49496,yes
2023,49500,yes
2023,49501,yes
2023,49505,yes
2023,49507,yes
2023,49520,yes
2023,49521,yes
2023,49525,yes
2023,49540,yes
2023,49550,yes
2023,49553,yes
2023,49555,yes
2023,49557,yes
2023,49591,yes
2023,49592,yes
2023,49593,yes
2023,49594,yes
2023,49595,yes
2023,49596,yes
2023,49600,yes
2023,49605,yes
2023,49606,yes
2023,49610,yes
2023,49611,yes
2023,49613,yes
2023,49614,yes
2023,49615,yes
2023,49616,yes
2023,49617,yes
2023,49618,yes
2023,49621,yes
2023,49622,yes
2023,49623,yes
2023,49650,yes
2023,49651,yes
2023,49659,yes
2023,49900,yes
2023,49904,yes
2023,49906,yes
2023,49999,yes
2023,50010,yes
2023,50020,yes
2023,50040,yes
2023,50045,yes
2023,50060,yes
2023,50065,yes
2023,50070,yes
2023,50075,yes
2023,50080,yes
2023,50081,yes
2023,50100,yes
2023,50120,yes
2023,50125,yes
2023,50130,yes
2023,50135,yes
2023,50220,yes
2023,50225,yes
2023,50230,yes
2023,50234,yes
2023,50236,yes
2023,50240,yes
2023,50250,yes
2023,50280,yes
2023,50290,yes
2023,50340,yes
2023,50360,yes
2023,50365,yes
2023,50370,yes
2023,50380,yes
2023,50382,yes
2023,50384,yes
2023,50385,yes
2023,50386,yes
2023,50387,yes
2023,50389,yes
2023,50390,yes
2023,50391,yes
2023,50396,yes
2023,50400,yes
2023,50405,yes
2023,50432,yes
2023,50433,yes
2023,50434,yes
2023,50435,yes
2023,50436,yes
2023,50437,yes
2023,50500,yes
2023,50520,yes
2023,50525,yes
2023,50526,yes
2023,50540,yes
2023,50541,yes
2023,50542,yes
2023,50543,yes
2023,50544,yes
2023,50545,yes
2023,50546,yes
2023,50548,yes
2023,50549,yes
2023,50551,yes
2023,50553,yes
2023,50555,yes
2023,50557,yes
2023,50561,yes
2023,50562,yes
2023,50570,yes
2023,50572,yes
2023,50574,yes
2023,50575,yes
2023,50576,yes
2023,50580,yes
2023,50590,yes
2023,50592,yes
2023,50593,yes
2023,50600,yes
2023,50605,yes
2023,50610,yes
2023,50620,yes
2023,50630,yes
2023,50650,yes
2023,50660,yes
2023,50686,yes
2023,50688,yes
2023,50693,yes
2023,50694,yes
2023,50695,yes
2023,50700,yes
2023,50715,yes
2023,50722,yes
2023,50725,yes
2023,50727,yes
2023,50728,yes
2023,50740,yes
2023,50750,yes
2023,50760,yes
2023,50770,yes
2023,50780,yes
2023,50782,yes
2023,50783,yes
2023,50785,yes
2023,50800,yes
2023,50810,yes
2023,50815,yes
2023,50820,yes
2023,50825,yes
2023,50830,yes
2023,50840,yes
2023,50845,yes
2023,50860,yes
2023,50900,yes
2023,50920,yes
2023,50930,yes
2023,50940,yes
2023,50945,yes
2023,50947,yes
2023,50948,yes
2023,50949,yes
2023,50951,yes
2023,50953,yes
2023,50955,yes
2023,50957,yes
2023,50961,yes
2023,50970,yes
2023,50972,yes
2023,50974,yes
2023,50976,yes
2023,50980,yes
2023,51020,yes
2023,51030,yes
2023,51040,yes
2023,51045,yes
2023,51050,yes
2023,51060,yes
2023,51065,yes
2023,51080,yes
2023,51100,yes
2023,51101,yes
2023,51102,yes
2023,51500,yes
2023,51520,yes
2023,51525,yes
2023,51530,yes
2023,51535,yes
2023,51550,yes
2023,51555,yes
2023,51565,yes
2023,51570,yes
2023,51575,yes
2023,51580,yes
2023,51585,yes
2023,51590,yes
2023,51595,yes
2023,51596,yes
2023,51597,yes
2023,51700,yes
2023,51701,yes
2023,51702,yes
2023,51703,yes
2023,51705,yes
2023,51710,yes
2023,51715,yes
2023,51720,yes
2023,51725,yes
2023,51726,yes
2023,51727,yes
2023,51728,yes
2023,51729,yes
2023,51736,yes
2023,51741,yes
2023,51784,yes
2023,51785,yes
2023,51792,yes
2023,51798,yes
2023,51800,yes
2023,51820,yes
2023,51840,yes
2023,51841,yes
2023,51845,yes
2023,51860,yes
2023,51865,yes
2023,51880,yes
2023,51900,yes
2023,51920,yes
2023,51925,yes
2023,51940,yes
2023,51960,yes
2023,51980,yes
2023,51990,yes
2023,51992,yes
2023,51999,yes
2023,52000,yes
2023,52001,yes
2023,52005,yes
2023,52007,yes
2023,52010,yes
2023,52204,yes
2023,52214,yes
2023,52224,yes
2023,52234,yes
2023,52235,yes
2023,52240,yes
2023,52250,yes
2023,52260,yes
2023,52265,yes
2023,52270,yes
2023,52275,yes
2023,52276,yes
2023,52277,yes
2023,52281,yes
2023,52282,yes
2023,52283,yes
2023,52285,yes
2023,52287,yes
2023,52290,yes
2023,52300,yes
2023,52301,yes
2023,52305,yes
2023,52310,yes
2023,52315,yes
2023,52317,yes
2023,52318,yes
2023,52320,yes
2023,52325,yes
2023,52327,yes
2023,52330,yes
2023,52332,yes
2023,52334,yes
2023,52341,yes
2023,52342,yes
2023,52343,yes
2023,52344,yes
2023,52345,yes
2023,52346,yes
2023,52351,yes
2023,52352,yes
2023,52353,yes
2023,52354,yes
2023,52355,yes
2023,52356,yes
2023,52400,yes
2023,52402,yes
2023,52441,yes
2023,52450,yes
2023,52500,yes
2023,52601,yes
2023,52630,yes
2023,52640,yes
2023,52647,yes
2023,52648,yes
2023,52649,yes
2023,52700,yes
2023,53000,yes
2023,53010,yes
2023,53020,yes
2023,53025,yes
2023,53040,yes
2023,53060,yes
2023,53080,yes
2023,53085,yes
2023,53210,yes
2023,53215,yes
2023,53220,yes
2023,53230,yes
2023,53235,yes
2023,53240,yes
2023,53250,yes
2023,53260,yes
2023,53265,yes
2023,53270,yes
2023,53275,yes
2023,53400,yes
2023,53405,yes
2023,53410,yes
2023,53415,yes
2023,53420,yes
2023,53425,yes
2023,53430,yes
2023,53431,yes
2023,53440,yes
2023,53442,yes
2023,53444,yes
2023,53445,yes
2023,53446,yes
2023,53447,yes
2023,53448,yes
2023,53449,yes
2023,53450,yes
2023,53451,yes
2023,53452,yes
2023,53453,yes
2023,53454,yes
2023,53460,yes
2023,53500,yes
2023,53502,yes
2023,53505,yes
2023,53510,yes
2023,53515,yes
2023,53520,yes
2023,53600,yes
2023,53601,yes
2023,53605,yes
2023,53620,yes
2023,53621,yes
2023,53660,yes
2023,53661,yes
2023,53665,yes
2023,53850,yes
2023,53852,yes
2023,53854,yes
2023,53855,yes
2023,53860,yes
2023,53899,yes
2023,54000,yes
2023,54001,yes
2023,54015,yes
2023,54050,yes
2023,54055,yes
2023,54056,yes
2023,54057,yes
2023,54060,yes
2023,54065,yes
2023,54110,yes
2023,54111,yes
2023,54112,yes
2023,54115,yes
2023,54120,yes
2023,54125,yes
2023,54130,yes
2023,54135,yes
2023,54150,yes
2023,54160,yes
2023,54161,yes
2023,54162,yes
2023,54163,yes
2023,54164,yes
2023,54200,yes
2023,54205,yes
2023,54220,yes
2023,54231,yes
2023,54235,yes
2023,54240,yes
2023,54250,yes
2023,54300,yes
2023,54304,yes
2023,54308,yes
2023,54312,yes
2023,54316,yes
2023,54318,yes
2023,54322,yes
2023,54324,yes
2023,54326,yes
2023,54328,yes
2023,54332,yes
2023,54336,yes
2023,54340,yes
2023,54344,yes
2023,54348,yes
2023,54352,yes
2023,54360,yes
2023,54380,yes
2023,54385,yes
2023,54390,yes
2023,54400,yes
2023,54401,yes
2023,54405,yes
2023,54406,yes
2023,54408,yes
2023,54410,yes
2023,54411,yes
2023,54415,yes
2023,54416,yes
2023,54417,yes
2023,54420,yes
2023,54430,yes
2023,54435,yes
2023,54437,yes
2023,54438,yes
2023,54440,yes
2023,54450,yes
2023,54512,yes
2023,54520,yes
2023,54522,yes
2023,54530,yes
2023,54535,yes
2023,54550,yes
2023,54560,yes
2023,54600,yes
2023,54620,yes
2023,54640,yes
2023,54650,yes
2023,54660,yes
2023,54670,yes
2023,54680,yes
2023,54690,yes
2023,54692,yes
2023,54699,yes
2023,54700,yes
2023,54830,yes
2023,54840,yes
2023,54860,yes
2023,54861,yes
2023,54865,yes
2023,54900,yes
2023,54901,yes
2023,55000,yes
2023,55040,yes
2023,55041,yes
2023,55060,yes
2023,55100,yes
2023,55110,yes
2023,55120,yes
2023,55150,yes
2023,55175,yes
2023,55180,yes
2023,55200,yes
2023,55250,yes
2023,55300,yes
2023,55400,yes
2023,55500,yes
2023,55520,yes
2023,55530,yes
2023,55535,yes
2023,55540,yes
2023,55550,yes
2023,55559,yes
2023,55600,yes
2023,55605,yes
2023,55650,yes
2023,55680,yes
2023,55720,yes
2023,55725,yes
2023,55801,yes
2023,55810,yes
2023,55812,yes
2023,55815,yes
2023,55821,yes
2023,55831,yes
2023,55840,yes
2023,55842,yes
2023,55845,yes
2023,55865,yes
2023,55866,yes
2023,55867,yes
2023,55870,yes
2023,55873,yes
2023,55875,yes
2023,55880,yes
2023,55899,yes
2023,55970,yes
2023,55980,yes
2023,56405,yes
2023,56420,yes
2023,56440,yes
2023,56441,yes
2023,56442,yes
2023,56501,yes
2023,56515,yes
2023,56620,yes
2023,56625,yes
2023,56630,yes
2023,56631,yes
2023,56632,yes
2023,56633,yes
2023,56634,yes
2023,56637,yes
2023,56640,yes
2023,56700,yes
2023,56740,yes
2023,56800,yes
2023,56805,yes
2023,56810,yes
2023,56820,yes
2023,56821,yes
2023,57000,yes
2023,57010,yes
2023,57020,yes
2023,57022,yes
2023,57023,yes
2023,57061,yes
2023,57065,yes
2023,57106,yes
2023,57107,yes
2023,57109,yes
2023,57110,yes
2023,57111,yes
2023,57120,yes
2023,57130,yes
2023,57135,yes
2023,57150,yes
2023,57155,yes
2023,57156,yes
2023,57160,yes
2023,57170,yes
2023,57180,yes
2023,57200,yes
2023,57210,yes
2023,57220,yes
2023,57230,yes
2023,57240,yes
2023,57250,yes
2023,57260,yes
2023,57265,yes
2023,57268,yes
2023,57270,yes
2023,57280,yes
2023,57282,yes
2023,57283,yes
2023,57284,yes
2023,57285,yes
2023,57287,yes
2023,57288,yes
2023,57289,yes
2023,57291,yes
2023,57292,yes
2023,57295,yes
2023,57296,yes
2023,57300,yes
2023,57305,yes
2023,57307,yes
2023,57308,yes
2023,57310,yes
2023,57311,yes
2023,57320,yes
2023,57330,yes
2023,57335,yes
2023,57400,yes
2023,57410,yes
2023,57415,yes
2023,57420,yes
2023,57423,yes
2023,57425,yes
2023,57426,yes
2023,57452,yes
2023,57456,yes
2023,57461,yes
2023,57505,yes
2023,57510,yes
2023,57511,yes
2023,57513,yes
2023,57520,yes
2023,57522,yes
2023,57530,yes
2023,57531,yes
2023,57540,yes
2023,57545,yes
2023,57550,yes
2023,57555,yes
2023,57556,yes
2023,57558,yes
2023,57700,yes
2023,57720,yes
2023,57800,yes
2023,58120,yes
2023,58140,yes
2023,58145,yes
2023,58146,yes
2023,58150,yes
2023,58152,yes
2023,58180,yes
2023,58200,yes
2023,58210,yes
2023,58240,yes
2023,58260,yes
2023,58262,yes
2023,58263,yes
2023,58267,yes
2023,58270,yes
2023,58275,yes
2023,58280,yes
2023,58285,yes
2023,58290,yes
2023,58291,yes
2023,58292,yes
2023,58294,yes
2023,58300,yes
2023,58301,yes
2023,58321,yes
2023,58322,yes
2023,58323,yes
2023,58345,yes
2023,58346,yes
2023,58353,yes
2023,58356,yes
2023,58400,yes
2023,58410,yes
2023,58520,yes
2023,58540,yes
2023,58541,yes
2023,58542,yes
2023,58543,yes
2023,58544,yes
2023,58545,yes
2023,58546,yes
2023,58548,yes
2023,58550,yes
2023,58552,yes
2023,58553,yes
2023,58554,yes
2023,58555,yes
2023,58558,yes
2023,58559,yes
2023,58560,yes
2023,58561,yes
2023,58562,yes
2023,58563,yes
2023,58565,yes
2023,58570,yes
2023,58571,yes
2023,58572,yes
2023,58573,yes
2023,58575,yes
2023,58578,yes
2023,58579,yes
2023,58600,yes
2023,58605,yes
2023,58615,yes
2023,58660,yes
2023,58661,yes
2023,58662,yes
2023,58670,yes
2023,58671,yes
2023,58672,yes
2023,58673,yes
2023,58674,yes
2023,58679,yes
2023,58700,yes
2023,58720,yes
2023,58740,yes
2023,58750,yes
2023,58752,yes
2023,58760,yes
2023,58770,yes
2023,58800,yes
2023,58805,yes
2023,58820,yes
2023,58822,yes
2023,58825,yes
2023,58920,yes
2023,58925,yes
2023,58940,yes
2023,58943,yes
2023,58950,yes
2023,58951,yes
2023,58952,yes
2023,58953,yes
2023,58954,yes
2023,58956,yes
2023,58957,yes
2023,58958,yes
2023,58960,yes
2023,58970,yes
2023,58974,yes
2023,58976,yes
2023,58999,yes
2023,59000,yes
2023,59001,yes
2023,59012,yes
2023,59015,yes
2023,59020,yes
2023,59025,yes
2023,59030,yes
2023,59050,yes
2023,59051,yes
2023,59070,yes
2023,59072,yes
2023,59074,yes
